Sr.No.,Country,AgeGroup,Sex,MaritalStatus,DataProcess,Data Collection (Start Year),Data Collection (End Year),Data Source
2528,American Samoa,[35-44],Man,Single,Census,2010,2010,US Census Bureau
2529,American Samoa,[45-54],Man,Single,Census,2010,2010,US Census Bureau
2530,American Samoa,[55-64],Man,Single,Census,2010,2010,US Census Bureau
2531,American Samoa,[65+],Man,Single,Census,2010,2010,US Census Bureau
2532,American Samoa,[15-19],Man,Widowed,Census,2010,2010,US Census Bureau
2533,American Samoa,[20-24],Man,Widowed,Census,2010,2010,US Census Bureau
2534,American Samoa,[25-34],Man,Widowed,Census,2010,2010,US Census Bureau
2535,American Samoa,[35-44],Man,Widowed,Census,2010,2010,US Census Bureau
2536,American Samoa,[45-54],Man,Widowed,Census,2010,2010,US Census Bureau
2537,American Samoa,[55-64],Man,Widowed,Census,2010,2010,US Census Bureau
2538,American Samoa,[65+],Man,Widowed,Census,2010,2010,US Census Bureau
2539,American Samoa,[20-24],Woman,Divorced,Census,2010,2010,US Census Bureau
2540,American Samoa,[25-34],Woman,Divorced,Census,2010,2010,US Census Bureau
2541,American Samoa,[35-44],Woman,Divorced,Census,2010,2010,US Census Bureau
2542,American Samoa,[45-54],Woman,Divorced,Census,2010,2010,US Census Bureau
2543,American Samoa,[55-64],Woman,Divorced,Census,2010,2010,US Census Bureau
2544,American Samoa,[65+],Woman,Divorced,Census,2010,2010,US Census Bureau
2545,American Samoa,[15-19],Woman,Married,Census,2010,2010,US Census Bureau
2546,American Samoa,[20-24],Woman,Married,Census,2010,2010,US Census Bureau
2547,American Samoa,[25-34],Woman,Married,Census,2010,2010,US Census Bureau
2548,American Samoa,[35-44],Woman,Married,Census,2010,2010,US Census Bureau
2549,American Samoa,[45-54],Woman,Married,Census,2010,2010,US Census Bureau
2550,American Samoa,[55-64],Woman,Married,Census,2010,2010,US Census Bureau
2551,American Samoa,[65+],Woman,Married,Census,2010,2010,US Census Bureau
2552,American Samoa,[15-19],Woman,Separated,Census,2010,2010,US Census Bureau
2553,American Samoa,[20-24],Woman,Separated,Census,2010,2010,US Census Bureau
2554,American Samoa,[25-34],Woman,Separated,Census,2010,2010,US Census Bureau
2555,American Samoa,[35-44],Woman,Separated,Census,2010,2010,US Census Bureau
2556,American Samoa,[45-54],Woman,Separated,Census,2010,2010,US Census Bureau
2557,American Samoa,[55-64],Woman,Separated,Census,2010,2010,US Census Bureau
2558,American Samoa,[65+],Woman,Separated,Census,2010,2010,US Census Bureau
2559,American Samoa,[15-19],Woman,Single,Census,2010,2010,US Census Bureau
2560,American Samoa,[20-24],Woman,Single,Census,2010,2010,US Census Bureau
2561,American Samoa,[25-34],Woman,Single,Census,2010,2010,US Census Bureau
2562,American Samoa,[35-44],Woman,Single,Census,2010,2010,US Census Bureau
2563,American Samoa,[45-54],Woman,Single,Census,2010,2010,US Census Bureau
2564,American Samoa,[55-64],Woman,Single,Census,2010,2010,US Census Bureau
2565,American Samoa,[65+],Woman,Single,Census,2010,2010,US Census Bureau
